GSE15533	Sakai chlorine / control...	0.828
b2044	b2044	8.656	0.177
z3211	z3211	9.760	0.140
c2572	c2572	9.760	0.140
ecs2852	ecs2852	9.760	0.140
b2047	b2047	9.760	0.140
z3215	z3215	9.120	0.146
b2051	b2051	9.120	0.146
ecs2856	ecs2856	9.120	0.146
c2577	c2577	9.120	0.146
z3218	z3218	8.371	0.032
c2580	c2580	8.371	0.032
b2054	b2054	8.371	0.032
ecs2859	ecs2859	8.371	0.032
z3222	z3222	8.197	0.147
c2584	c2584	8.197	0.147
b2058	b2058	8.197	0.147
ecs2863	ecs2863	8.197	0.147
z3229	z3229	9.204	-0.413
b2063	b2063	9.204	-0.413
c2590	c2590	9.204	-0.413
ecs2868	ecs2868	9.204	-0.413
z3230	z3230	9.584	-0.041
ecs2869	ecs2869	9.584	-0.041
z3232	z3232	10.436	-0.276
ecs2871	ecs2871	10.436	-0.276
b2064	b2064	10.436	-0.276
z3235	z3235	9.354	0.375
z3236	z3236	9.027	0.215
z3239	z3239	9.462	0.368
ecs2879	ecs2879	9.462	0.368
c2597	c2597	9.462	0.368
z3242	z3242	6.383	0.053
z3243	z3243	8.409	0.060
ecs2882	ecs2882	8.409	0.060
b2074	b2074	8.409	0.060
z3245	z3245	8.899	0.175
ecs2884	ecs2884	8.899	0.175
b2076	b2076	8.899	0.175
z3246	z3246	8.463	0.453
ecs2885	ecs2885	8.463	0.453
z3256	z3256	8.532	0.307
c2618	c2618	8.532	0.307
b2093	b2093	8.532	0.307
ecs2896	ecs2896	8.532	0.307
z3258	z3258	9.742	0.218
b2095	b2095	9.742	0.218
ecs2898	ecs2898	9.742	0.218
z3260	z3260	9.320	0.600
ecs2900	ecs2900	9.320	0.600
z3261	z3261	9.071	0.296
ecs2901	ecs2901	9.071	0.296
c2625	c2625	9.071	0.296
b2098	b2098	9.071	0.296
z3263	z3263	9.097	0.171
b2100	b2100	9.097	0.171
c2627	c2627	9.097	0.171
ecs2903	ecs2903	9.097	0.171
z3266	z3266	9.262	0.038
b2102	b2102	9.262	0.038
ecs2905	ecs2905	9.262	0.038
c2629	c2629	9.262	0.038
z3268	z3268	9.336	0.070
b2104	b2104	9.336	0.070
ecs2907	ecs2907	9.336	0.070
z3270	z3270	8.175	0.340
z3271	z3271	10.407	-0.881
ecs2909	ecs2909	10.407	-0.881
z3273	z3273	9.528	0.556
b2105	b2105	9.528	0.556
c2632	c2632	9.528	0.556
ecs2911	ecs2911	9.528	0.556
z3274	z3274	9.015	0.271
ecs2912	ecs2912	9.015	0.271
z3276	z3276	9.559	0.180
ecs2914	ecs2914	9.559	0.180
z3278	z3278	9.555	0.025
ecs2916	ecs2916	9.555	0.025
z3281	z3281	9.930	-0.238
ecs2919	ecs2919	9.930	-0.238
z3284	z3284	9.841	0.054
ecs2922	ecs2922	9.841	0.054
z3286	z3286	8.494	0.137
ecs2924	ecs2924	8.494	0.137
z3287	z3287	8.828	0.085
ecs2925	ecs2925	8.828	0.085
z3289	z3289	10.574	-0.295
z3292	z3292	9.689	0.129
z3293	z3293	9.173	0.178
z3294	z3294	9.578	0.171
ecs2930	ecs2930	9.578	0.171
z3295	z3295	8.752	0.281
ecs2931	ecs2931	8.752	0.281
z3306	z3306	7.582	0.084
ecs2940	ecs2940	7.582	0.084
z3307	z3307	10.952	-0.255
z3309	z3309	11.572	-0.206
z3310	z3310	8.813	0.299
ecs1991	ecs1991	8.813	0.299
z3311	z3311	9.511	0.211
z3314	z3314	6.672	0.154
z3316	z3316	10.323	-0.005
z3322	z3322	9.479	0.319
z3327	z3327	10.614	0.230
z3328	z3328	9.320	0.154
z3334	z3334	10.356	0.042
z3336	z3336	10.415	-0.021
z3342	z3342	9.358	0.115
z3343	z3343	9.764	0.306
ecs2973	ecs2973	9.764	0.306
z3344	z3344	9.683	-0.063
ecs2974	ecs2974	9.683	-0.063
z3345	z3345	7.322	0.318
ecs2975	ecs2975	7.322	0.318
z3347	z3347	9.446	-0.013
z3352	z3352	9.991	0.092
ecs2983	ecs2983	9.991	0.092
z3357	z3357	8.480	0.104
ecs2988	ecs2988	8.480	0.104
z3358	z3358	10.783	0.136
ecs2990	ecs2990	10.783	0.136
z3359	z3359	10.780	0.027
z3360	z3360	10.171	-0.023
ecs2992	ecs2992	10.171	-0.023
z3362	z3362	9.967	0.018
z3372	z3372	9.873	0.334
ecs3010	ecs3010	9.873	0.334
z3374	z3374	9.835	0.457
z3378	z3378	8.485	0.240
b2129	b2129	8.485	0.240
ecs3016	ecs3016	8.485	0.240
z3383	z3383	9.374	-0.414
c2665	c2665	9.374	-0.414
b2134	b2134	9.374	-0.414
ecs3021	ecs3021	9.374	-0.414
z3384	z3384	8.818	0.406
c2667	c2667	8.818	0.406
ecs3022	ecs3022	8.818	0.406
b2135	b2135	8.818	0.406
z3388	z3388	8.489	0.189
z3391	z3391	9.414	0.143
ecs3028	ecs3028	9.414	0.143
z3393	z3393	8.820	0.359
ecs3030	ecs3030	8.820	0.359
z3394	z3394	9.617	0.154
ecs3031	ecs3031	9.617	0.154
z3396	z3396	9.589	0.356
ecs3033	ecs3033	9.589	0.356
b2141	b2141	9.589	0.356
c2673	c2673	9.589	0.356
z3399	z3399	9.441	-0.010
ecs3036	ecs3036	9.441	-0.010
b2144	b2144	9.441	-0.010
c2677	c2677	9.441	-0.010
z3414	z3414	9.417	0.457
ecs3049	ecs3049	9.417	0.457
c2692	c2692	9.417	0.457
b2157	b2157	9.417	0.457
z3415	z3415	9.314	0.021
c2693	c2693	9.314	0.021
b2158	b2158	9.314	0.021
ecs3050	ecs3050	9.314	0.021
z3417	z3417	9.116	0.123
ecs3052	ecs3052	9.116	0.123
b2160	b2160	9.116	0.123
z3422	z3422	8.565	0.253
ecs3057	ecs3057	8.565	0.253
b2165	b2165	8.565	0.253
z3423	z3423	9.320	0.025
ecs3058	ecs3058	9.320	0.025
b2166	b2166	9.320	0.025
z3431	z3431	9.235	0.125
ecs3064	ecs3064	9.235	0.125
c2709	c2709	9.235	0.125
b2172	b2172	9.235	0.125
z3434	z3434	10.338	-0.916
c2712	c2712	10.338	-0.916
b2175	b2175	10.338	-0.916
ecs3067	ecs3067	10.338	-0.916
z3435	z3435	8.517	0.109
ecs3068	ecs3068	8.517	0.109
b2176	b2176	8.517	0.109
z3436	z3436	10.015	0.084
ecs3069	ecs3069	10.015	0.084
c2714	c2714	10.015	0.084
b2177	b2177	10.015	0.084
z3438	z3438	8.173	0.287
ecs3071	ecs3071	8.173	0.287
z3441	z3441	7.847	0.220
ecs3074	ecs3074	7.847	0.220
c2719	c2719	7.847	0.220
z3444	z3444	11.825	-1.498
b2185	b2185	11.825	-1.498
c2722	c2722	11.825	-1.498
ecs3077	ecs3077	11.825	-1.498
z3449	z3449	9.081	0.202
ecs3081	ecs3081	9.081	0.202
b2190	b2190	9.081	0.202
z3454	z3454	9.243	-0.107
ecs3086	ecs3086	9.243	-0.107
c2734	c2734	9.243	-0.107
b2197	b2197	9.243	-0.107
z3457	z3457	9.134	-0.156
ecs3089	ecs3089	9.134	-0.156
c2737	c2737	9.134	-0.156
b2200	b2200	9.134	-0.156
z3458	z3458	8.754	-0.050
ecs3090	ecs3090	8.754	-0.050
b2201	b2201	8.754	-0.050
c2738	c2738	8.754	-0.050
z3463	z3463	9.973	-0.074
ecs3095	ecs3095	9.973	-0.074
z3465	z3465	9.448	0.060
b2208	b2208	9.448	0.060
ecs3097	ecs3097	9.448	0.060
c2747	c2747	9.448	0.060
z3469	z3469	9.248	0.081
c2752	c2752	9.248	0.081
ecs3100	ecs3100	9.248	0.081
b2211	b2211	9.248	0.081
z3470	z3470	9.659	0.071
b2212	b2212	9.659	0.071
ecs3101	ecs3101	9.659	0.071
c2753	c2753	9.659	0.071
z3472	z3472	8.723	-0.031
c2756	c2756	8.723	-0.031
b2214	b2214	8.723	-0.031
ecs3103	ecs3103	8.723	-0.031
z3479	z3479	8.914	0.448
z3480	z3480	9.035	0.207
z3482	z3482	9.219	0.176
ecs3112	ecs3112	9.219	0.176
b2229	b2229	9.219	0.176
c2771	c2771	9.219	0.176
z3483	z3483	8.839	0.274
z3484	z3484	10.166	-0.629
b2231	b2231	10.166	-0.629
ecs3114	ecs3114	10.166	-0.629
z3486	z3486	10.178	0.102
ecs3115	ecs3115	10.178	0.102
b2232	b2232	10.178	0.102
c2774	c2774	10.178	0.102
z3495	z3495	9.363	0.083
ecs3122	ecs3122	9.363	0.083
z3496	z3496	9.251	0.124
ecs3123	ecs3123	9.251	0.124
z3497	z3497	8.472	0.012
c2780	c2780	8.472	0.012
b2239	b2239	8.472	0.012
ecs3124	ecs3124	8.472	0.012
z3498	z3498	7.985	-0.113
ecs3125	ecs3125	7.985	-0.113
z3501	z3501	9.806	0.276
ecs3128	ecs3128	9.806	0.276
z3506	z3506	8.618	0.334
c2790	c2790	8.618	0.334
b2248	b2248	8.618	0.334
ecs3136	ecs3136	8.618	0.334
z3508	z3508	9.174	0.109
b2250	b2250	9.174	0.109
ecs3138	ecs3138	9.174	0.109
z3514	z3514	9.845	0.370
ecs3144	ecs3144	9.845	0.370
b2256	b2256	9.845	0.370
c2798	c2798	9.845	0.370
z3517	z3517	9.287	0.189
b2258	b2258	9.287	0.189
ecs3146	ecs3146	9.287	0.189
c2801	c2801	9.287	0.189
z3520	z3520	9.381	-0.219
ecs3148	ecs3148	9.381	-0.219
b2260	b2260	9.381	-0.219
z3522	z3522	10.008	-1.268
ecs3150	ecs3150	10.008	-1.268
b2262	b2262	10.008	-1.268
c2805	c2805	10.008	-1.268
z3525	z3525	9.833	-0.052
c2809	c2809	9.833	-0.052
b2265	b2265	9.833	-0.052
ecs3153	ecs3153	9.833	-0.052
z3527	z3527	8.630	0.130
ecs3155	ecs3155	8.630	0.130
b2267	b2267	8.630	0.130
z3531	z3531	10.479	0.288
z3534	z3534	9.788	-1.119
b2276	b2276	9.788	-1.119
ecs3160	ecs3160	9.788	-1.119
c2817	c2817	9.788	-1.119
z3536	z3536	8.791	-1.689
ecs3161	ecs3161	8.791	-1.689
z3539	z3539	10.583	-1.424
ecs3164	ecs3164	10.583	-1.424
b2280	b2280	10.583	-1.424
c2821	c2821	10.583	-1.424
z3541	z3541	9.535	-1.475
ecs3166	ecs3166	9.535	-1.475
b2282	b2282	9.535	-1.475
c2823	c2823	9.535	-1.475
z3543	z3543	11.137	-0.697
ecs3168	ecs3168	11.137	-0.697
z3545	z3545	10.791	-0.800
b2286	b2286	10.791	-0.800
c2827	c2827	10.791	-0.800
ecs3170	ecs3170	10.791	-0.800
z3547	z3547	10.873	-0.693
ecs3172	ecs3172	10.873	-0.693
b2288	b2288	10.873	-0.693
c2829	c2829	10.873	-0.693
z3551	z3551	10.115	-0.448
c2831	c2831	10.115	-0.448
ecs3174	ecs3174	10.115	-0.448
b2290	b2290	10.115	-0.448
z3554	z3554	10.235	0.811
c2834	c2834	10.235	0.811
ecs3177	ecs3177	10.235	0.811
b2293	b2293	10.235	0.811
z3560	z3560	9.751	-0.626
b2298	b2298	9.751	-0.626
ecs3182	ecs3182	9.751	-0.626
c2841	c2841	9.751	-0.626
z3562	z3562	9.405	-0.385
ecs3184	ecs3184	9.405	-0.385
c2843	c2843	9.405	-0.385
b2300	b2300	9.405	-0.385
z3565	z3565	10.010	0.762
ecs3187	ecs3187	10.010	0.762
b2303	b2303	10.010	0.762
c2846	c2846	10.010	0.762
z3567	z3567	9.037	-0.084
ecs3189	ecs3189	9.037	-0.084
b2305	b2305	9.037	-0.084
z3572	z3572	7.462	0.198
ecs3194	ecs3194	7.462	0.198
z3575	z3575	10.394	-1.266
ecs3197	ecs3197	10.394	-1.266
c2857	c2857	10.394	-1.266
b2313	b2313	10.394	-1.266
z3578	z3578	10.593	-0.159
ecs3200	ecs3200	10.593	-0.159
c2861	c2861	10.593	-0.159
b2316	b2316	10.593	-0.159
z3581	z3581	9.850	-0.125
b2319	b2319	9.850	-0.125
ecs3203	ecs3203	9.850	-0.125
z3582	z3582	3.515	-2.383
b2320	b2320	3.515	-2.383
ecs3204	ecs3204	3.515	-2.383
z3589	z3589	9.815	-0.305
ecs3210	ecs3210	9.815	-0.305
c2872	c2872	9.815	-0.305
b2326	b2326	9.815	-0.305
z3592	z3592	9.711	-0.192
ecs3213	ecs3213	9.711	-0.192
z3593	z3593	9.399	0.231
z3596	z3596	9.346	0.220
ecs3217	ecs3217	9.346	0.220
z3597	z3597	9.424	0.109
ecs3218	ecs3218	9.424	0.109
z3598	z3598	8.773	0.133
ecs3219	ecs3219	8.773	0.133
z3599	z3599	9.060	0.267
ecs3220	ecs3220	9.060	0.267
z3600	z3600	8.952	-0.138
ecs3221	ecs3221	8.952	-0.138
z3604	z3604	9.742	0.110
b2341	b2341	9.742	0.110
ecs3224	ecs3224	9.742	0.110
z3608	z3608	9.815	-1.395
ecs3227	ecs3227	9.815	-1.395
b2344	b2344	9.815	-1.395
z3609	z3609	9.624	0.297
ecs3228	ecs3228	9.624	0.297
z3613	z3613	9.177	0.409
ecs3231	ecs3231	9.177	0.409
z3617	z3617	8.547	0.285
z3618	z3618	9.346	0.108
ecs3236	ecs3236	9.346	0.108
z3619	z3619	7.108	0.371
z3622	z3622	9.263	0.248
ecs3240	ecs3240	9.263	0.248
z3624	z3624	9.260	0.355
ecs3242	ecs3242	9.260	0.355
z3628	z3628	9.096	0.138
b2366	b2366	9.096	0.138
ecs3245	ecs3245	9.096	0.138
z3632	z3632	7.814	-0.290
ecs3249	ecs3249	7.814	-0.290
z3634	z3634	8.882	0.369
z3637	z3637	9.328	0.203
ecs3253	ecs3253	9.328	0.203
b2373	b2373	9.328	0.203
c2909	c2909	9.328	0.203
z3639	z3639	9.231	0.181
ecs3254	ecs3254	9.231	0.181
b2374	b2374	9.231	0.181
c2910	c2910	9.231	0.181
z3644	z3644	9.632	0.837
b2379	b2379	9.632	0.837
ecs3259	ecs3259	9.632	0.837
z3645	z3645	9.147	-0.008
c2919	c2919	9.147	-0.008
ecs3260	ecs3260	9.147	-0.008
b2380	b2380	9.147	-0.008
z3646	z3646	9.554	0.093
ecs3261	ecs3261	9.554	0.093
b2381	b2381	9.554	0.093
c2920	c2920	9.554	0.093
z3648	z3648	7.796	0.168
ecs3263	ecs3263	7.796	0.168
b2383	b2383	7.796	0.168
z3652	z3652	8.517	0.164
ecs3266	ecs3266	8.517	0.164
b2386	b2386	8.517	0.164
z3653	z3653	9.133	0.270
ecs3267	ecs3267	9.133	0.270
b2387	b2387	9.133	0.270
c2926	c2926	9.133	0.270
z3655	z3655	9.003	0.226
b2389	b2389	9.003	0.226
ecs3269	ecs3269	9.003	0.226
c2928	c2928	9.003	0.226
z3672	z3672	8.963	0.541
ecs3279	ecs3279	8.963	0.541
z3673	z3673	9.025	0.204
z3682	z3682	11.359	-1.170
b2416	b2416	11.359	-1.170
ecs3288	ecs3288	11.359	-1.170
c2951	c2951	11.359	-1.170
z3684	z3684	9.496	0.130
c2953	c2953	9.496	0.130
b2418	b2418	9.496	0.130
ecs3290	ecs3290	9.496	0.130
z3685	z3685	8.502	0.408
ecs3291	ecs3291	8.502	0.408
b2419	b2419	8.502	0.408
z3686	z3686	5.659	-0.096
c2955	c2955	5.659	-0.096
ecs3292	ecs3292	5.659	-0.096
z3690	z3690	11.391	2.003
ecs3296	ecs3296	11.391	2.003
z3691	z3691	8.802	-0.372
ecs3297	ecs3297	8.802	-0.372
b2426	b2426	8.802	-0.372
z3694	z3694	8.228	0.347
ecs3300	ecs3300	8.228	0.347
z3695	z3695	9.138	0.195
ecs3301	ecs3301	9.138	0.195
z3696	z3696	10.671	-0.458
c2965	c2965	10.671	-0.458
b2431	b2431	10.671	-0.458
ecs3302	ecs3302	10.671	-0.458
z3703	z3703	8.149	0.179
ecs3309	ecs3309	8.149	0.179
c2972	c2972	8.149	0.179
b2438	b2438	8.149	0.179
z3706	z3706	9.416	0.197
ecs3312	ecs3312	9.416	0.197
b2441	b2441	9.416	0.197
c2975	c2975	9.416	0.197
z3708	z3708	9.612	0.247
c2977	c2977	9.612	0.247
b2452	b2452	9.612	0.247
ecs3314	ecs3314	9.612	0.247
z3709	z3709	8.958	0.287
b2453	b2453	8.958	0.287
ecs3315	ecs3315	8.958	0.287
z3712	z3712	8.269	0.189
ecs3318	ecs3318	8.269	0.189
c2981	c2981	8.269	0.189
b2456	b2456	8.269	0.189
z3715	z3715	8.799	0.328
ecs3321	ecs3321	8.799	0.328
z3718	z3718	9.564	0.241
c2987	c2987	9.564	0.241
b2462	b2462	9.564	0.241
ecs3324	ecs3324	9.564	0.241
z3719	z3719	9.288	0.358
ecs3325	ecs3325	9.288	0.358
z3721	z3721	9.665	0.634
ecs3327	ecs3327	9.665	0.634
z3730	z3730	9.815	-0.227
c2999	c2999	9.815	-0.227
ecs3334	ecs3334	9.815	-0.227
b2472	b2472	9.815	-0.227
z3737	z3737	10.974	-0.431
ecs3340	ecs3340	10.974	-0.431
b2478	b2478	10.974	-0.431
c3006	c3006	10.974	-0.431
z3738	z3738	10.467	0.805
c3007	c3007	10.467	0.805
b2479	b2479	10.467	0.805
ecs3341	ecs3341	10.467	0.805
z3742	z3742	9.181	0.229
ecs3344	ecs3344	9.181	0.229
b2482	b2482	9.181	0.229
z3747	z3747	9.665	0.379
ecs3349	ecs3349	9.665	0.379
b2487	b2487	9.665	0.379
z3749	z3749	8.438	0.422
ecs3351	ecs3351	8.438	0.422
b2489	b2489	8.438	0.422
z3750	z3750	10.237	0.176
ecs3352	ecs3352	10.237	0.176
b2490	b2490	10.237	0.176
z3758	z3758	9.588	-0.072
b2495	b2495	9.588	-0.072
c3012	c3012	9.588	-0.072
ecs3357	ecs3357	9.588	-0.072
z3759	z3759	10.009	-0.370
c3013	c3013	10.009	-0.370
b2496	b2496	10.009	-0.370
ecs3358	ecs3358	10.009	-0.370
z3763	z3763	9.867	-1.025
b2500	b2500	9.867	-1.025
c3018	c3018	9.867	-1.025
ecs3362	ecs3362	9.867	-1.025
z3764	z3764	10.169	0.036
ecs3363	ecs3363	10.169	0.036
z3767	z3767	8.454	0.045
z3770	z3770	9.191	0.184
ecs3368	ecs3368	9.191	0.184
b2506	b2506	9.191	0.184
c3025	c3025	9.191	0.184
z3772	z3772	11.642	-0.979
ecs3370	ecs3370	11.642	-0.979
z3774	z3774	10.533	-0.423
c3033	c3033	10.533	-0.423
b2511	b2511	10.533	-0.423
ecs3373	ecs3373	10.533	-0.423
z3782	z3782	8.908	0.341
z3784	z3784	9.441	0.093
z3785	z3785	9.212	0.142
ecs3384	ecs3384	9.212	0.142
z3787	z3787	9.520	0.233
ecs3386	ecs3386	9.520	0.233
b2520	b2520	9.520	0.233
z3793	z3793	9.232	1.241
ecs3392	ecs3392	9.232	1.241
b2526	b2526	9.232	1.241
z3795	z3795	11.626	0.879
ecs3394	ecs3394	11.626	0.879
b2528	b2528	11.626	0.879
c3053	c3053	11.626	0.879
z3798	z3798	11.001	2.303
b2531	b2531	11.001	2.303
c3057	c3057	11.001	2.303
ecs3397	ecs3397	11.001	2.303
z3802	z3802	8.880	0.334
b2534	b2534	8.880	0.334
ecs3400	ecs3400	8.880	0.334
c3060	c3060	8.880	0.334
z3809	z3809	9.040	0.072
ecs3404	ecs3404	9.040	0.072
b2538	b2538	9.040	0.072
z3811	z3811	8.833	0.259
ecs3406	ecs3406	8.833	0.259
b2540	b2540	8.833	0.259
z3814	z3814	8.930	0.223
b2542	b2542	8.930	0.223
ecs3408	ecs3408	8.930	0.223
z3816	z3816	9.038	0.233
c3066	c3066	9.038	0.233
b2544	b2544	9.038	0.233
ecs3410	ecs3410	9.038	0.233
z3817	z3817	10.431	0.209
z3818	z3818	8.596	0.269
z3819	z3819	9.179	0.456
ecs3412	ecs3412	9.179	0.456
z3821	z3821	9.263	0.170
ecs3413	ecs3413	9.263	0.170
b2547	b2547	9.263	0.170
c3069	c3069	9.263	0.170
z3826	z3826	9.438	0.386
b2550	b2550	9.438	0.386
ecs3416	ecs3416	9.438	0.386
z3833	z3833	9.272	0.506
ecs3422	ecs3422	9.272	0.506
z3835	z3835	9.134	-0.562
ecs3423	ecs3423	9.134	-0.562
z3843	z3843	10.016	-0.320
z3844	z3844	8.833	0.008
ecs3429	ecs3429	8.833	0.008
z3849	z3849	8.642	0.311
z3856	z3856	9.188	0.399
ecs3440	ecs3440	9.188	0.399
b2574	b2574	9.188	0.399
z3857	z3857	9.594	0.193
ecs3441	ecs3441	9.594	0.193
z3860	z3860	9.776	0.320
ecs3443	ecs3443	9.776	0.320
z3861	z3861	9.841	0.441
ecs3444	ecs3444	9.841	0.441
z3864	z3864	9.504	0.235
b2580	b2580	9.504	0.235
ecs3446	ecs3446	9.504	0.235
z3866	z3866	9.808	0.443
z3872	z3872	9.341	0.463
ecs3454	ecs3454	9.341	0.463
b2587	b2587	9.341	0.463
z3875	z3875	12.203	-0.289
ecs5500	ecs5500	12.203	-0.289
c5616	c5616	12.203	-0.289
b2589	b2589	12.203	-0.289
z3886	z3886	10.729	1.180
ecs3455	ecs3455	10.729	1.180
c3114	c3114	10.729	1.180
b2592	b2592	10.729	1.180
z3887	z3887	9.817	-0.283
c3115	c3115	9.817	-0.283
ecs3456	ecs3456	9.817	-0.283
b2593	b2593	9.817	-0.283
z3889	z3889	10.205	-0.198
c3117	c3117	10.205	-0.198
ecs3458	ecs3458	10.205	-0.198
b2595	b2595	10.205	-0.198
z3899	z3899	9.573	-0.080
b2605	b2605	9.573	-0.080
ecs3468	ecs3468	9.573	-0.080
c3126	c3126	9.573	-0.080
z3901	z3901	11.940	-0.554
ecs3470	ecs3470	11.940	-0.554
b2607	b2607	11.940	-0.554
c3128	c3128	11.940	-0.554
z3903	z3903	12.025	-1.185
ecs3472	ecs3472	12.025	-1.185
c3130	c3130	12.025	-1.185
b2609	b2609	12.025	-1.185
z3905	z3905	9.911	0.267
c3132	c3132	9.911	0.267
ecs3474	ecs3474	9.911	0.267
b2611	b2611	9.911	0.267
z3908	z3908	9.087	0.081
ecs3477	ecs3477	9.087	0.081
c3137	c3137	9.087	0.081
b2615	b2615	9.087	0.081
z3910	z3910	9.564	0.031
ecs3479	ecs3479	9.564	0.031
c3139	c3139	9.564	0.031
z3911	z3911	10.165	0.075
b2618	b2618	10.165	0.075
c3140	c3140	10.165	0.075
ecs3480	ecs3480	10.165	0.075
z3913	z3913	9.650	-0.026
ecs3482	ecs3482	9.650	-0.026
z3917	z3917	8.993	-0.104
z3919	z3919	9.602	0.010
ecs3486	ecs3486	9.602	0.010
z3923	z3923	11.372	-0.052
z3924	z3924	11.261	-0.130
z3926	z3926	11.328	0.024
z3934	z3934	10.229	0.240
z3938	z3938	8.765	0.090
z3939	z3939	9.206	-0.098
z3940	z3940	9.483	0.420
ecs3508	ecs3508	9.483	0.420
z3941	z3941	8.325	0.307
z3942	z3942	8.993	0.409
z3945	z3945	8.771	0.317
z3946	z3946	7.895	0.323
ecs3513	ecs3513	7.895	0.323
z3947	z3947	9.859	0.232
ecs3514	ecs3514	9.859	0.232
z3950	z3950	9.148	0.194
ecs3517	ecs3517	9.148	0.194
z3951	z3951	6.906	0.446
z3956	z3956	9.363	0.193
ecs3520	ecs3520	9.363	0.193
z3959	z3959	8.130	0.606
ecs3522	ecs3522	8.130	0.606
z3960	z3960	7.041	0.382
ecs3523	ecs3523	7.041	0.382
z3961	z3961	8.513	0.356
c3211	c3211	8.513	0.356
ecs3524	ecs3524	8.513	0.356
b2663	b2663	8.513	0.356
z3962	z3962	9.775	0.274
z3963	z3963	8.575	0.208
c3212	c3212	8.575	0.208
ecs3525	ecs3525	8.575	0.208
b2664	b2664	8.575	0.208
z3965	z3965	8.890	0.479
ecs3527	ecs3527	8.890	0.479
b2666	b2666	8.890	0.479
c3215	c3215	8.890	0.479
z3973	z3973	8.993	0.327
ecs3534	ecs3534	8.993	0.327
z3975	z3975	9.833	1.064
ecs3536	ecs3536	9.833	1.064
b2673	b2673	9.833	1.064
c3226	c3226	9.833	1.064
z3976	z3976	9.315	0.959
c3227	c3227	9.315	0.959
ecs3537	ecs3537	9.315	0.959
b2674	b2674	9.315	0.959
z3977	z3977	8.641	0.700
ecs3538	ecs3538	8.641	0.700
b2675	b2675	8.641	0.700
z3979	z3979	8.746	0.064
b2677	b2677	8.746	0.064
ecs3540	ecs3540	8.746	0.064
z3983	z3983	9.442	-0.196
ecs3544	ecs3544	9.442	-0.196
c3235	c3235	9.442	-0.196
b2682	b2682	9.442	-0.196
z3985	z3985	10.924	0.604
ecs3546	ecs3546	10.924	0.604
c3237	c3237	10.924	0.604
b2684	b2684	10.924	0.604
z3990	z3990	9.292	0.140
ecs3551	ecs3551	9.292	0.140
c3246	c3246	9.292	0.140
b2689	b2689	9.292	0.140
z3999	z3999	11.541	-0.385
b2697	b2697	11.541	-0.385
ecs3554	ecs3554	11.541	-0.385
c3250	c3250	11.541	-0.385
z4002	z4002	10.843	0.683
c3253	c3253	10.843	0.683
ecs3556	ecs3556	10.843	0.683
b2699	b2699	10.843	0.683
z4003	z4003	9.776	0.119
c3254	c3254	9.776	0.119
b2700	b2700	9.776	0.119
ecs3557	ecs3557	9.776	0.119
z4006	z4006	9.533	-0.343
z4007	z4007	8.185	0.347
z4009	z4009	9.959	0.170
z4012	z4012	9.431	0.135
b2705	b2705	9.431	0.135
ecs3561	ecs3561	9.431	0.135
c3259	c3259	9.431	0.135
z4017	z4017	9.177	0.183
b2709	b2709	9.177	0.183
ecs3565	ecs3565	9.177	0.183
z4018	z4018	9.839	0.124
ecs3566	ecs3566	9.839	0.124
z4024	z4024	9.527	0.327
ecs3572	ecs3572	9.527	0.327
z4026	z4026	9.937	-1.192
c3278	c3278	9.937	-1.192
ecs3574	ecs3574	9.937	-1.192
b2718	b2718	9.937	-1.192
z4028	z4028	10.619	-1.368
ecs3576	ecs3576	10.619	-1.368
c3280	c3280	10.619	-1.368
b2720	b2720	10.619	-1.368
z4032	z4032	9.287	-1.950
ecs3580	ecs3580	9.287	-1.950
z4033	z4033	10.771	-1.447
ecs3581	ecs3581	10.771	-1.447
c3285	c3285	10.771	-1.447
b2725	b2725	10.771	-1.447
z4034	z4034	5.930	-0.009
z4035	z4035	10.733	-1.038
ecs3582	ecs3582	10.733	-1.038
c3286	c3286	10.733	-1.038
b2726	b2726	10.733	-1.038
z4039	z4039	9.404	-1.006
ecs3586	ecs3586	9.404	-1.006
z4041	z4041	9.718	0.671
ecs3588	ecs3588	9.718	0.671
b2732	b2732	9.718	0.671
c3293	c3293	9.718	0.671
z4042	z4042	9.643	0.339
z4044	z4044	8.696	0.305
ecs3590	ecs3590	8.696	0.305
z4046	z4046	9.720	0.031
ecs3592	ecs3592	9.720	0.031
z4047	z4047	8.976	0.356
ecs3593	ecs3593	8.976	0.356
z4048	z4048	9.662	0.104
ecs3594	ecs3594	9.662	0.104
z4052	z4052	9.310	-0.568
c3311	c3311	9.310	-0.568
b2744	b2744	9.310	-0.568
ecs3598	ecs3598	9.310	-0.568
z4053	z4053	10.267	-0.516
c3312	c3312	10.267	-0.516
ecs3599	ecs3599	10.267	-0.516
b2745	b2745	10.267	-0.516
z4059	z4059	10.647	2.386
ecs3605	ecs3605	10.647	2.386
z4061	z4061	9.721	-0.011
ecs3607	ecs3607	9.721	-0.011
z4066	z4066	8.886	0.285
ecs3611	ecs3611	8.886	0.285
z4067	z4067	9.003	0.038
ecs3612	ecs3612	9.003	0.038
z4068	z4068	9.190	0.268
ecs3613	ecs3613	9.190	0.268
z4070	z4070	9.778	0.269
ecs3615	ecs3615	9.778	0.269
z4071	z4071	8.458	0.035
ecs3616	ecs3616	8.458	0.035
z4075	z4075	10.105	-0.044
b2765	b2765	10.105	-0.044
c3324	c3324	10.105	-0.044
ecs3620	ecs3620	10.105	-0.044
